Order ID,Order Date,Ship Date,Ship Mode,Customer Name,Segment,Province,City,Country,Category,Sub-Category,Product Name,Quantity,Unit Price,Discount,Sales,Shipping Cost,Profit
ZA-2024-100216,2024-01-11,2024-01-16,First Class,Rudzani Radebe,Corporate,Northern Cape,Upington,South Africa,Office Supplies,Printer Ink,Printer Ink - Pro 154,2,1237.36,0.18,2039.9,134.24,485.56
ZA-2022-103361,2022-06-21,23/06/2022,Standard Class,Riaan Steyn,Consumer,Northern Cape,Kimberley,South Africa,FURNITURE,Office Chairs,Office Chairs - Pro 487,6,1702.86,0.08,9400.1,306.38,459.47
ZA-2024-103427,09/11/2024,2024-11-13,Same Day,Thabo Du Toit,Home Office,Free State,Bloemfontein,South Africa,FURNITURE,Sofas,Sofas - Plus 495,3,6811.03,0.5,10212.72,456.1,-2837.04
ZA-2022-102233,2022-01-18,2022-01-20,Standard Class,Andile Van der Merwe,Corporate,Eastern Cape,East London,South Africa,Office Supplies,  Stationery  ,Stationery - Pro 936,5,240.64,0.05,1142.33,78.33,298.52
ZA-2023-104927,05/10/2023,11/05/2023,Standard Class,Bongani Fourie,Consumer,Limpopo,Tzaneen,South Africa,Furniture,Bookcases,Bookcases - Basic 458,1,664.74,0.2,531.79,54.6,-5.54
ZA-2023-102203,01.09.2023,2023-09-02,Same Day,Zanele Mokoena,Corporate,Mpumalanga,Mbombela,South Africa,Technology,Accessories,Accessories - Pro 271,6,365.51,0.3,1535.16,141.53,207.0
ZA-2024-101433,04.03.2024,2024-03-08,Standard Class,Dineo Zulu,Consumer,Northern Cape,Upington,South Africa,Technology,Accessories,Accessories - Pro 440,4,531.63,0.3,1488.57,118.99,187.42
ZA-2022-102795,2022-11-03,11/04/2022,Same Day,Bongani Van der Merwe,Home Office,Free State,Bloemfontein,South Africa,OFFICE SUPPLIES,Paper,Paper - Basic 156,5,83.02,0.73,111.53,172.63,-9.45
ZA-2023-104498,2023-02-03,2023-02-06,Standard Class,Mpho Dlamini,Corporate,Free State,Bloemfontein,South Africa,office supplies,Labels,Labels - Lite 575,4,136.16,0.0,R 544.63,109.79,169.61
ZA-2023-103372,16-Oct-2023,2023-10-17,Standard Class,Lerato Van der Merwe,Corporate,Limpopo,Polokwane,South Africa,Technology,Networking,Networking - Pro 392,1,3081.75,0.05,2932.35,104.45,535.53
ZA-2024-104059,12/07/2024,2024-12-08,Standard Class,Johan Fourie,Consumer,North West,Mahikeng,South Africa,Office Supplies,Paper,Paper - Basic 552,4,151.3,0.2,483.75,69.89,86.26
ZA-2024-103899,19-Feb-2024,2024-02-26,First Class,Precious Radebe,Home Office,Limpopo,Tzaneen,South Africa,Furniture,Sofas,Sofas - Plus 192,4,7861.5,0.6,12578.39,656.95,-4045.76
ZA-2023-101909,2023-07-22,2023-07-27,Standard Class,Dineo Radebe,Corporate,Western Cape,Cape Town,South Africa,Technology,Laptops,Laptops - Plus 853,2,19905.53,0.0,39811.06,706.12,7134.01
ZA-2024-101058,2024-09-26,2024-09-29,Same Day,Sipho Coetzee,CONSUMER,Northern Cape,Kimberley,South Africa,Technology,Accessories,Furniture item - reused order id,1,295.13,0.45,R 162.32,167.35,5.05
ZA-2023-102013,2023-12-12,17.12.2023,Standard Class,Naledi Pretorius,Consumer,Free State,Welkom,South Africa,Furniture,  Storage Cabinets  ,Storage Cabinets - Pro 146,4,4997.35,0.21,15761.2,403.01,-1625.19
ZA-2023-102007,2023-07-27,2023-07-30,Standard Class,Wendy Radebe,Consumer,KwaZulu-Natal,Richards Bay,South Africa,furniture,Storage Cabinets,Storage Cabinets - Plus 772,5,2235.76,0.1,10060.94,335.17,-219.72
ZA-2024-103409,05-May-2024,07/05/2024,Same Day,Mpho Naidoo,Corporate,KwaZulu-Natal,Richards Bay,South Africa,Furniture,Bookcases,Bookcases - Standard 893,1,2774.06,0.05,"2,635.35",162.91,180.47
ZA-2023-101978,2023-11-08,11/09/2023,Standard Class,Lerato Sithole,Home Office,Mpumalanga,Mbombela,South Africa,Technology,Monitors,Monitors - Plus 602,2,3942.34,0.31,5407.73,139.01,225.81
ZA-2023-100673,16.01.2023,18/01/2023,First Class,Zanele Sithole,Consumer,Free State,Welkom,South Africa,Office Supplies,Labels,Labels - Pro 645,5,115.87,0.06,543.05,176.7,146.87
ZA-2024-101887,2024-11-15,2024-11-17,Standard Class,Pieter Steyn,HOME OFFICE,Gauteng,Johannesburg,South Africa,Furniture,Sofas,Sofas - Lite 200,6,10759.73,NaN,46109.34,959.53,-6412.02
ZA-2023-100201,2023-10-30,11/01/2023,First Class,Pieter Botha,Consumer,W. Cape,George,South Africa,Office Supplies,Binders,Binders - Lite 307,2,147.79,0.11,262.89,170.56,53.94
ZA-2024-104413,2024-09-07,2024-09-12,Standard Class,Lerato Sithole,Consumer,Mpumalanga,Mbombela,South Africa,Office Supplies,Binders,Binders - Pro 850,1,82.53,0.05,78.4,95.4,23.29
ZA-2022-103829,2022-05-22,23-May-2022,First Class,Kagiso Botha,Consumer,Free State,Welkom,South Africa,FURNITURE,Bookcases,Bookcases - Pro 368,1,2214.19,0.45,1217.8,133.32,-158.5
ZA-2024-104601,02/11/2024,02/12/2024,Second Class,Dineo Maseko,Consumer,Eastern Cape,East London,South Africa,Office Supplies,Paper,Paper - Lite 236,1,147.92,0.15,125.73,142.02,26.58
ZA-2022-102303,2022-04-19,04/26/2022,Second Class,Wendy Khumalo,Consumer,Western Cape,Stellenbosch,South Africa,office supplies,Printer Ink,Printer Ink - Plus 145,5,611.77,0.05,2905.91,99.17,unknown
ZA-2024-101468,2024-10-19,2024-10-21,Second Class,Kagiso Coetzee,Home Office,KwaZulu-Natal,Pietermaritzburg,South Africa,Furniture,Sofas,Sofas - Lite 248,8,11676.03,0.19,75915.11,1527.16,-5624.06
ZA-2023-103895,2023-05-23,27-May-2023,Second Class,Johan Maseko,Consumer,Eastern Cape,Mthatha,South Africa,FURNITURE,Office Chairs,Office Chairs - Basic 573,5,3322.64,0.05,R15782.52,393.76,1310.33
ZA-2024-101890,2024-09-09,2024-09-13,Same Day,Riaan Radebe,CONSUMER,Limpopo,Tzaneen,South Africa,Office Supplies,Binders,Binders - Pro 891,1,80.8,0.0,80.8,101.69,26.63
ZA-2022-103224,2022-08-21,28.08.2022,Standard Class,Francois Coetzee,Consumer,KwaZulu-Natal,Pietermaritzburg,South Africa,Technology,Monitors,Monitors - Pro 526,2,2979.64,0.05,5661.32,189.72,938.43
ZA-2024-102062,2024-06-28,2024-06-29,First Class,Karabo Van der Merwe,CONSUMER,Gauteng,Pretoria,South Africa,TECHNOLOGY,Accessories,Accessories - Basic 245,8,1191.61,0.04,9149.03,200.42,2590.95
ZA-2024-104813,2024-04-28,2024-05-05,Second Class,Dineo Naidoo,Corporate,Mpumalanga,Witbank,South Africa,Furniture,Sofas,Sofas - Plus 385,2,12524.81,0.05,23797.14,461.8,53.23
ZA-2024-103685,13.07.2024,07/14/2024,Same Day,Kagiso Mahlangu,Consumer,Limpopo,Polokwane,South Africa,office supplies,Printer Ink,Printer Ink - Lite 798,3,721.15,0.0,2163.46,147.48,926.0
ZA-2024-100722,20-May-2024,24/05/2024,Standard Class,Bongani Zulu,Corporate,MP,Mbombela,South Africa,Technology,  Monitors  ,Monitors - Plus 264,5,8526.31,0.0,42631.53,647.4,10131.5
ZA-2022-106426,2022-11-18,21/11/2022,Same Day,Zanele Pretorius,Home Office,Western Cape,Paarl,South Africa,Technology,  Smartphones  ,Smartphones - Standard 808,5,16405.24,0.24,62045.53,1351.42,4669.85
ZA-2023-102930,2023-05-10,2023-05-11,Standard Class,Kagiso Mahlangu,Consumer,Limpopo,Polokwane,South Africa,Office Supplies,Printer Ink,Printer Ink - Basic 888,2,1058.05,0.0,2116.11,170.83,625.23
ZA-2023-104621,27/01/2023,2023-01-29,Standard Class,Sipho Radebe,Consumer,KwaZulu-Natal,Richards Bay,South Africa,Office Supplies,Labels,Labels - Basic 268,1,139.23,0.25,104.69,45.08,17.94
ZA-2024-104247,2024-08-03,08/04/2024,Standard Class,Francois Mokwena,Corporate,North West,Mahikeng,South Africa,Furniture,  Desks  ,Desks - Standard 540,8,6378.78,0.0,51030.21,759.95,4221.05
ZA-2024-105587,19/04/2024,2024-04-20,First Class,Wendy Radebe,Corporate,Limpopo,Polokwane,South Africa,Technology,Accessories,Accessories - Plus 323,1,665.86,0.0,665.86,120.39,214.0
ZA-2024-101347,12/07/2024,14-Jul-2024,First Class,Bongani Du Toit,Consumer,Northern Cape,Upington,South Africa,technology,Networking,Networking - Pro 992,6,2241.81,0.05,12778.31,304.33,2036.37
ZA-2022-102111,2022-10-19,23.10.2022,Same Day,Precious Van der Merwe,Consumer,Northern Cape,Kimberley,South Africa,Office Supplies,Binders,Binders - Lite 794,1,80.4,0.18,R66.05,53.61,12.29
ZA-2022-105118,2022-10-30,2022-11-01,First Class,Wendy Naidoo,Consumer,KwaZulu-Natal,Durban,South Africa,Furniture,Storage Cabinets,Storage Cabinets - Lite 874,5,1450.15,0.34,4797.17,240.11,-844.54
ZA-2023-104054,2023-06-30,2023-07-03,Same Day,Lerato Mokwena,Corporate,Eastern Cape,East London,South Africa,office supplies,Printer Ink,Printer Ink - Lite 270,2,594.14,0.1,1071.64,196.15,340.31
ZA-2024-101599,24/02/2024,2024-02-25,Second Class,Mpho Khumalo,Consumer,eastern cape,Mthatha,South Africa,OFFICE SUPPLIES,Printer Ink,Printer Ink - Plus 269,2,421.12,0.3,589.57,182.84,114.33
ZA-2024-103780,2024-01-10,2024-01-14,First Class,andile coetzee,Corporate,Northern Cape,Upington,South Africa,Office Supplies,Printer Ink,Printer Ink - Pro 834,1,274.96,0.14,237.56,156.21,80.6
ZA-2022-102790,07/05/2022,2022-05-08,First Class,Sipho Fourie,Home Office,Kwazulu Natal,Richards Bay,South Africa,furniture,Bookcases,Bookcases - Standard 565,2,2875.06,0.0,5750.12,144.03,584.3
ZA-2023-105765,2023-06-23,2023-06-25,First Class,Bongani Fourie,Consumer,Limpopo,Polokwane,South Africa,technology,Monitors,Monitors - Basic 591,3,1568.95,0.34,3101.07,246.94,106.77
ZA-2022-101320,2022-01-15,01/17/2022,Same Day,Lindiwe Radebe,Consumer,KwaZulu-Natal,Richards Bay,South Africa,Office Supplies,Stationery,Stationery - Plus 759,5,158.06,0.21,621.79,103.56,122.89
ZA-2022-103163,2022-10-14,2022-10-16,Second Class,francois coetzee,Consumer,KZN,Durban,South Africa,OFFICE SUPPLIES,Labels,Labels - Pro 423,2,80.32,0.36,R 103.24,160.81,9.76
ZA-2023-104422,2023-01-18,22.01.2023,First Class,Johan Fourie,Consumer,North West,Mahikeng,South Africa,Furniture,Storage Cabinets,Storage Cabinets - Lite 919,3,801.01,0.26,1778.64,196.9,-205.92
ZA-2024-105524,2024-09-23,26/09/2024,Same Day,Precious Sithole,Consumer,Northern Cape,Upington,South Africa,Technology,Accessories,Accessories - Basic 493,1,524.93,0.05,498.68,163.5,108.93
ZA-2023-105771,2023-10-12,2023-10-13,Standard Class,Precious Van der Merwe,Corporate,Northern Cape,Upington,South Africa,Furniture,Bookcases,Bookcases - Lite 773,5,1447.14,0.04,6912.83,289.76,425.89
ZA-2024-102209,2024-12-06,2024-12-11,First Class,Tshepo Mokwena,Consumer,KwaZulu-Natal,Pietermaritzburg,South Africa,Office Supplies,Printer Ink,Printer Ink - Lite 210,1,1379.12,0.27,1010.73,123.95,217.95
ZA-2023-100664,2023-09-21,,First Class,Karabo Van der Merwe,Corporate,Western Cape,George,South Africa,Office Supplies,Binders,Binders - Standard 507,1,317.99,0.05,302.09,37.2,97.9
ZA-2023-101375,2023-11-11,2023-11-15,First Class,mpho pretorius,Corporate,Eastern Cape,Gqeberha,South Africa,Office Supplies,Paper,Paper - Pro 934,4,105.04,,R 308.88,119.33,39.86
ZA-2024-101893,2024-09-04,2024-09-07,Standard Class,Karabo Van der Merwe,Consumer,Gauteng,Soweto,South Africa,Office Supplies,Stationery,Stationery - Basic 876,3,237.69,0.15,606.11,167.68,124.89
ZA-2024-103026,2024-12-01,2024-12-02,Second Class,Riaan Radebe,CONSUMER,Mpumalanga,Mbombela,South Africa,Technology,Monitors,Monitors - Plus 430,5,6653.0,0.15,28268.51,533.45,3423.93
ZA-2024-104492,22.12.2024,27-Dec-2024,Second Class,Naledi Radebe,Consumer,Limpopo,Tzaneen,South Africa,Technology,Laptops,Laptops - Basic 188,5,10363.69,0.24,39293.03,831.13,3826.95
ZA-2022-101583,03/01/2022,2022-03-02,First Class,Mpho Mahlangu,Home Office,KwaZulu-Natal,Richards Bay,South Africa,Furniture,Office Chairs,Office Chairs - Lite 335,1,2592.41,0.3,1814.69,165.87,-116.38
ZA-2022-105350,13.12.2022,2022-12-17,First Class,Zanele Mokwena,Corporate,KwaZulu-Natal,Pietermaritzburg,South Africa,technology,Smartphones,Smartphones - Lite 257,1,15482.93,0.25,11686.48,391.88,844.26
ZA-2024-101486,20-Aug-2024,2024-08-27,Standard Class,Nomvula Nkosi,Home Office,Western Cape,Cape Town,South Africa,Furniture,Desks,Desks - Basic 831,2,1804.83,0.2,2887.73,103.21,-23.7
ZA-2024-104451,04/01/2024,2024-01-05,Same Day,Francois Dlamini,Consumer,Western Cape,Cape Town,South Africa,Office Supplies,  Stationery  ,Stationery - Plus 778,1,261.89,0.21,207.98,115.33,38.57
ZA-2022-105213,2022-04-10,11.04.2022,Same Day,Andile Radebe,Corporate,Free State,Bloemfontein,South Africa,TECHNOLOGY,Laptops,Laptops - Standard 390,3,9549.63,0.0,28648.89,550.44,5593.78
ZA-2024-102990,2024-06-12,16-Jun-2024,Second Class,Kagiso Naidoo,Consumer,Eastern Cape,East London,South Africa,Furniture,Sofas,Sofas - Pro 932,-2,5196.52,0.11,"R 9,280.45",250.67,-228.93
ZA-2022-105256,2022-08-09,2022-08-11,Second Class,Tshepo Pretorius,Consumer,North West,Mahikeng,South Africa,OFFICE SUPPLIES,Stationery,Stationery - Standard 167,3,52.92,0.3,111.12,86.91,16.7
ZA-2024-104182,2024-02-21,2024-02-22,Standard Class,Tshepo Mahlangu,Consumer,Mpumalanga,Witbank,South Africa,Furniture,Office Chairs,Office Chairs - Pro 543,2,5326.87,0.0,10653.73,227.09,1105.09
ZA-2023-102272,2023-08-16,2023-08-20,Same Day,Bongani Mahlangu,Corporate,Gauteng,Pretoria,South Africa,Technology,  Monitors  ,Monitors - Basic 973,1,645828.0,0.15,5489.53,256.65,765.26
ZA-2024-101159,2024-04-14,2024-04-17,Second Class,Tshepo Van der Merwe,Home Office,Limpopo,Polokwane,South Africa,Office Supplies,Stationery,Stationery - Basic 705,5,72.36,0.05,343.7,172.69,86.37
ZA-2023-101245,2023-04-26,,Standard Class,Mpho Dlamini,Corporate,Free State,Welkom,South Africa,FURNITURE,Desks,Desks - Basic 880,5,8175.59,0.3,28614.56,771.04,-1601.41
ZA-2024-105496,04/04/2024,04/08/2024,First Class,Naledi Radebe,Consumer,Eastern Cape,Mthatha,South Africa,Office Supplies,Stationery,Stationery - Lite 641,1,101.05,0.2,80.84,124.37,17.48
ZA-2023-100491,2023-10-31,2023-11-02,Standard Class,Riaan Steyn,Consumer,NC,Kimberley,South Africa,Office Supplies,Labels,Labels - Pro 653,4,128.08,0.13,444.42,67.82,86.73
ZA-2022-106459,2022-06-08,12-Jun-2022,Second Class,Naledi Coetzee,Consumer,Western Cape,George,South Africa,Office Supplies,Binders,Binders - Standard 333,6,284.33,0.05,"1,621.60",159.18,474.37
ZA-2022-102556,17-May-2022,2022-05-24,Standard Class,Tshepo Mokwena,Consumer,KwaZulu-Natal,Pietermaritzburg,South Africa,Furniture,Desks,Desks - Basic 694,2,4051.1,0.0,8102.2,181.07,683.58
ZA-2023-106075,2023-01-11,2023-01-13,Second Class,Lerato Pretorius,Consumer,Free State,Bloemfontein,South Africa,Office Supplies,Stationery,Stationery - Plus 980,1,67.05,0.2,53.8,N/A,10.24
ZA-2023-106385,2023-01-18,2023-01-20,First Class,Wendy Radebe,Corporate,Limpopo,Polokwane,South Africa,Office Supplies,Labels,Labels - Plus 612,1,109.17,0.03,106.17,56.72,28.03
ZA-2024-102967,2024-12-19,2024-12-21,Standard Class,Lerato Fourie,Consumer,Northern Cape,Upington,South Africa,Technology,Laptops,Laptops - Standard 779,5,11517.57,0.28,41704.71,935.08,3278.51
ZA-2023-102714,2023-03-09,2023-03-11,First Class,Johan Mokoena,Consumer,Limpopo,Tzaneen,South Africa,Office Supplies,Binders,Binders - Pro 861,2,73.07,0.05,R 138.83,139.92,33.47
ZA-2024-104624,2024-11-14,2024-11-17,Same Day,Mpho Sithole,Home Office,Western Cape,Stellenbosch,South Africa,Technology,Laptops,Laptops - Standard 932,2,19184.84,0.27,27947.93,602.93,1899.0
ZA-2023-104659,2023-07-28,2023-08-02,Same Day,Mpho Steyn,Consumer,mpumalanga,Mbombela,South Africa,technology,Monitors,Monitors - Lite 343,1,8243.88,0.1,7419.49,202.7,1034.48
ZA-2023-102456,2023-04-14,19-Apr-2023,First Class,Naledi Radebe,Consumer,Eastern Cape,Mthatha,South Africa,TECHNOLOGY,Monitors,Monitors - Pro 944,1,9803.33,0.05,9313.16,275.88,1482.51
ZA-2022-103091,08/16/2022,2022-08-17,Second Class,Naledi Mokoena,Corporate,North West,Rustenburg,South Africa,Technology,Accessories,Accessories - Plus 978,2,450.49,0.3,630.68,40.07,77.29
ZA-2023-103554,28.06.2023,2023-06-29,Same Day,Johan Dlamini,Consumer,Gauteng,Midrand,South Africa,Furniture,  Office Chairs  ,Office Chairs - Pro 558,8,3431.98,0.18,"22,479.18",519.53,7.66
ZA-2023-104072,11/13/2023,2023-11-17,Standard Class,Precious Botha,Consumer,Northern Cape,Kimberley,South Africa,Office Supplies,Stationery,Stationery - Basic 200,1,130.22,0.18,106.51,105.51,20.14
ZA-2024-106437,02/01/2024,2024-02-05,Same Day,sibusiso fourie,Home Office,Eastern Cape,Mthatha,South Africa,Technology,Smartphones,Smartphones - Standard 195,2,4852.71,0.1,8734.88,153.3,1455.92
ZA-2024-100169,2024-04-29,03/05/2024,Second Class,Riaan Mokwena,Corporate,eastern cape,East London,South Africa,Furniture,Desks,Desks - Pro 438,1,937.56,0.2,750.05,73.17,-7.52
ZA-2022-105862,2022-09-28,03-Oct-2022,Standard Class,Francois Mokwena,HOME OFFICE,NaN,Tzaneen,South Africa,Office Supplies,Labels,Labels - Pro 688,2,106.25,0.3,148.75,30.92,19.19
ZA-2023-106354,2023-01-22,2023-01-26,First Class,Andile Sithole,Corporate,Limpopo,Polokwane,South Africa,FURNITURE,Bookcases,Bookcases - Plus 894,5,2556.28,0.08,11764.44,336.77,583.76
ZA-2024-103167,18/12/2024,2024-12-20,Same Day,Wendy Nkosi,Consumer,Western Cape,George,South Africa,Office Supplies,Binders,Binders - Plus 774,1,177.07,0.34,117.25,169.74,16.05
ZA-2024-100545,2024-06-25,26.06.2024,First Class,Wendy Botha,Consumer,Mpumalanga,Mbombela,South Africa,Technology,Laptops,Laptops - Basic 522,3,9003.43,0.03,26201.06,502.88,5890.62
ZA-2024-106219,03/20/2024,2024-03-21,Same Day,Andile Radebe,Corporate,,Bloemfontein,South Africa,OFFICE SUPPLIES,Printer Ink,Printer Ink - Plus 762,5,619.12,0.0,3095.6,201.63,-
ZA-2023-100378,2023-10-05,2023-10-12,Standard Class,lindiwe van der merwe,CONSUMER,North West,Mahikeng,South Africa,Office Supplies,Binders,Binders - Pro 634,3,100.7,0.16,254.02,75.73,45.7
ZA-2024-101720,2024-05-11,2024-05-18,First Class,Kagiso Radebe,Consumer,North West,Rustenburg,South Africa,Office Supplies,Stationery,Stationery - Plus 881,3,59.46,0.05,169.47,168.96,50.43
ZA-2023-103608,2023-07-31,2023-08-04,Same Day,Nomvula Mokoena,Home Office,Free State,Bloemfontein,South Africa,Office Supplies,Labels,Labels - Plus 706,1,37.04,0.1,R 33.34,121.95,9.34
ZA-2024-105476,2024-12-17,2024-12-19,First Class,Wendy Fourie,Consumer,Eastern Cape,Gqeberha,South Africa,FURNITURE,Desks,Desks - Plus 257,2,7224.19,0.29,10329.43,299.14,-536.92
ZA-2023-104130,07/26/2023,2023-07-31,First Class,Kagiso Botha,CONSUMER,Free State,Welkom,South Africa,Technology,Monitors,Monitors - Basic 638,2,1638.98,0.15,2786.27,95.78,400.75
ZA-2023-104341,2023-01-19,,Second Class,Riaan Dlamini,Corporate,Gauteng,Johannesburg,South Africa,technology,Laptops,Laptops - Basic 112,1,10833.97,0.11,9648.8,271.53,1553.65
ZA-2024-100597,18/03/2024,19/03/2024,First Class,Andile Sithole,Consumer,Limpopo,Tzaneen,South Africa,Technology,Laptops,Laptops - Plus 905,2,6117.03,0.2,9787.24,274.83,1096.86
ZA-2022-102128,2022-05-30,2022-06-04,Standard Class,Bongani Coetzee,Corporate,Northern Cape,Upington,South Africa,Office Supplies,  Stationery  ,Stationery - Lite 110,4,57.06,0.15,194.02,145.93,42.02
ZA-2023-100176,2023-10-28,29/10/2023,First Class,Naledi Mokoena,Corporate,North West,Mahikeng,South Africa,Technology,Smartphones,Smartphones - Basic 572,1,5991.77,0.2,4798.34,138.38,451.0
ZA-2023-103471,2023-09-05,2023-09-12,Second Class,Sipho Zulu,Consumer,Western Cape,Paarl,South Africa,Furniture,  Office Chairs  ,Office Chairs - Pro 302,3,4595.18,0.2,11028.42,301.7,-113.06
ZA-2024-100116,2024-12-03,06.12.2024,First Class,Nomvula Nkosi,Consumer,Western Cape,George,South Africa,Office Supplies,Stationery,Stationery - Lite 598,2,178.13,0.24,269.33,34.98,51.76
ZA-2022-101343,30-Jun-2022,05/07/2022,First Class,Wendy Khumalo,Consumer,Western Cape,Paarl,South Africa,Technology,Monitors,Monitors - Plus 282,3,5084.43,0.08,"14,086.52",281.78,2265.94
ZA-2023-103189,11.10.2023,2023-10-16,Second Class,Nomvula Zulu,Home Office,Eastern Cape,Mthatha,South Africa,Furniture,Desks,Desks - Basic 137,5,4951.2,0.05,23419.37,382.24,1837.06
ZA-2023-102629,2023-12-05,07-Dec-2023,Standard Class,Dineo Mahlangu,Consumer,Limpopo,Polokwane,South Africa,TECHNOLOGY,Accessories,Accessories - Basic 358,8,180.77,0.31,991.72,63.34,111.96
ZA-2023-100257,2023-03-01,2023-03-02,First Class,Nomvula Zulu,Corporate,kwazulu-natal,Durban,South Africa,Office Supplies,Binders,Binders - Lite 793,2,67.04,0.2,107.26,60.58,20.33
ZA-2022-104652,2022-01-26,2022-01-28,Second Class,Karabo Van der Merwe,Consumer,Gauteng,Sandton,South Africa,Office Supplies,Labels,Labels - Pro 886,6,45.52,0.33,R 184.12,62.94,19.8
ZA-2023-102299,2023-10-29,2023-10-31,First Class,Lindiwe Dlamini,Consumer,EC,East London,South Africa,FURNITURE,  Bookcases  ,Bookcases - Plus 333,5,3272.21,0.08,15071.41,359.65,831.67
ZA-2022-104753,2022-07-19,2022-07-26,Same Day,Tshepo Mokwena,Consumer,KwaZulu-Natal,Durban,South Africa,Furniture,Desks,Desks - Plus 806,2,8773.09,0.05,16668.88,349.04,1208.42
ZA-2023-103649,09-May-2023,2023-05-10,First Class,Mpho Sithole,Home Office,Western Cape,George,South Africa,Furniture,Bookcases,Bookcases - Basic 863,3,4417.22,0.05,"12,589.07",377.73,867.0
ZA-2022-105702,2022-12-16,2022-12-19,Second Class,bongani mahlangu,Corporate,Gauteng ,Sandton,South Africa,Furniture,Storage Cabinets,Storage Cabinets - Plus 292,3,984.65,0.29,2091.89,101.51,-301.68
ZA-2024-105833,28-Oct-2024,2024-10-29,Standard Class,Kagiso Steyn,Corporate,Kwazulu Natal,Durban,South Africa,Technology,Accessories,Accessories - Pro 375,4,645.78,0.15,2199.86,73.27,435.61
ZA-2022-104866,2022-10-08,2022-10-13,Same Day,Precious Sithole,Consumer,Northern Cape,Upington,South Africa,Technology,Networking,Networking - Standard 411,3,317.77,0.04,912.33,77.09,199.99
ZA-2023-105291,2023-07-02,2023-07-05,First Class,Sipho Fourie,Home Office,KwaZulu-Natal,Pietermaritzburg,South Africa,FURNITURE,Bookcases,Bookcases - Basic 975,2,3959.55,0.05,7523.14,234.99,537.51
ZA-2023-105577,24.12.2023,28-Dec-2023,Same Day,Johan Sithole,Consumer,NW,Rustenburg,South Africa,Office Supplies,Binders,Binders - Lite 713,5,223.32,0.21,878.71,53.81,160.36
ZA-2024-103504,03.03.2024,2024-03-05,Standard Class,Naledi Coetzee,Corporate,Northern Cape,Upington,South Africa,Office Supplies,Labels,Labels - Plus 254,2,75.09,0.05,142.67,132.94,45.54
ZA-2022-100069,19/03/2022,03/21/2022,Standard Class,Sipho Botha,Consumer,Northern Cape,Upington,South Africa,Office Supplies,Paper,Paper - Basic 981,6,77.94,0.0,467.63,191.99,152.46
ZA-2024-105369,2024-03-20,2024-03-22,First Class,mpho mahlangu,Home Office,KwaZulu-Natal,Richards Bay,South Africa,OFFICE SUPPLIES,  Printer Ink  ,Printer Ink - Lite 833,4,887.75,0.1,"R 3,195.91",149.03,864.83
ZA-2022-104938,2022-06-29,,Second Class,Johan Sithole,Consumer,North West,Rustenburg,South Africa,Office Supplies,Binders,Binders - Standard 982,2,177.39,0.04,340.96,73.44,93.22
ZA-2023-103222,2023-06-21,2023-06-22,Second Class,Lerato Naidoo,Consumer,Free State,Welkom,South Africa,Technology,Laptops,Laptops - Basic 420,10,18489.93,0.06,174612.1,2640.13,27546.47
ZA-2023-105299,2023-05-23,2023-05-25,Same Day,Sibusiso Coetzee,Consumer,North West,Mahikeng,South Africa,Technology,Networking,Networking - Plus 415,1,482.95,0.0,482.95,149.38,108.57
ZA-2024-104669,18/08/2024,2024-08-22,Same Day,Rudzani Botha,Home Office,Eastern Cape,Gqeberha,South Africa,Furniture,Desks,Desks - Plus 267,2,8167.21,0.0,16334.42,242.9,1922.86
ZA-2023-100593,2023-02-28,03/04/2023,First Class,francois radebe,Consumer,North West,Rustenburg,South Africa,Office Supplies,Paper,Paper - Plus 350,2,95.81,0.05,182.04,24.95,43.63
ZA-2023-104988,04/10/2023,2023-04-15,Second Class,Bongani Khumalo,Consumer,Limpopo,Tzaneen,South Africa,Furniture,Sofas,Sofas - Standard 764,2,7943.89,NaN,12710.22,287.35,-870.05
ZA-2022-103351,2022-01-13,2022-01-16,First Class,Mpho Pretorius,CORPORATE,Eastern Cape,East London,South Africa,Furniture,Office Chairs,Office Chairs - Plus 620,1,3787.65,0.08,3501.7,165.41,237.39
ZA-2023-105303,08.01.2023,2023-01-13,Standard Class,Mpho Sithole,Corporate,KwaZulu-Natal,Richards Bay,South Africa,Technology,Monitors,Monitors - Lite 253,1,8206.89,0.5,4087.9,253.35,-255.65
ZA-2024-104937,2024-11-07,11/09/2024,Same Day,Zanele Zulu,Home Office,MP,Witbank,South Africa,Furniture,Office Chairs,Office Chairs - Plus 678,2,1357.31,0.14,2321.44,117.87,39.33
ZA-2022-106240,03.05.2022,2022-05-06,Standard Class,Lerato Dlamini,Corporate,KwaZulu-Natal,Durban,South Africa,Office Supplies,Stationery,Stationery - Standard 806,1,58.06,0.1,52.25,162.09,14.57
ZA-2024-106447,12/05/2024,2024-12-08,Same Day,lerato pretorius,Consumer,limpopo,Polokwane,South Africa,Furniture,Desks,Desks - Lite 867,2,1627.37,0.27,2367.19,150.19,-123.0
ZA-2024-102812,2024-06-01,2024-06-06,Second Class,Francois Pretorius,Consumer,Kwazulu Natal,Pietermaritzburg,South Africa,Office Supplies,Paper,Paper - Plus 761,1,58.12,0.04,55.55,27.53,14.48
ZA-2024-101576,01.04.2024,2024-04-02,Second Class,Naledi Coetzee,Corporate,NC,Kimberley,South Africa,Technology,Monitors,Monitors - Plus 553,5,7520.49,0.1,"R 33,842.20",553.54,6595.97
